,Make & Model,Price,Depreciation,Reg Date,Mileage,Vechical Type
6585,Mercedes-Benz C-Class C180 Avantgarde,"$135,800.00","$15,390 /yr",28-Aug-2018,"35,000 km",Luxury
6586,Volkswagen Golf 1.2A TSI (New 10-yr COE),"$62,800.00","$6,280 /yr",29-Apr-2011,"100,000 km",Hatchback
6588,Honda Vezel 1.5A X,"$72,000.00","$9,620 /yr",08-Feb-2018,"53,147 km",SUV
6591,Audi A4 1.8A TFSI MU,"$55,500.00","$12,200 /yr",27-Nov-2014,"111,166 km",Luxury
6592,Honda Airwave 1.5A M (COE till 02/2024),"$20,800.00","$7,210 /yr",26-Mar-2009,"135,000 km",Stationwagon
6593,Mercedes-Benz A-Class Saloon A200 Progressive,"$139,800.00","$13,890 /yr",26-Dec-2019,"4,800 km",Luxury
6595,BMW 5 Series 520i,"$208,800.00","$20,010 /yr",30-Jan-2020,"14,486 km",Luxury
6599,Mercedes-Benz C-Class C180 AMG Line,"$154,800.00","$16,630 /yr",21-Feb-2019,"35,900 km",Luxury
6600,Lamborghini Huracan LP580-2,"$665,000.00","$77,810 /yr",25-Aug-2017,"12,000 km",Sports
6601,Toyota Premio 1.5A F (COE till 08/2028),"$52,800.00","$7,140 /yr",07-Nov-2008,"192,500 km",Sedan
6602,Mercedes-Benz E-Class E200 Avantgarde,"$163,800.00","$18,110 /yr",03-May-2018,"34,900 km",Luxury
6606,Volkswagen Golf 1.4A TSI,"$38,800.00","$11,390 /yr",29-May-2014,"86,000 km",Hatchback
6607,BMW 7 Series 730Li Sunroof,"$245,000.00","$26,420 /yr",31-May-2018,"24,500 km",Luxury
6608,BMW 1 Series 116d,"$73,800.00","$11,210 /yr",28-Apr-2017,"67,000 km",Hatchback
6612,Toyota Harrier 2.0A Premium Panoramic,"$98,800.00","$13,220 /yr",09-Jun-2017,"57,000 km",SUV
6614,Suzuki Jimny Sierra 1.5A JC,"$89,800.00","$9,970 /yr",12-Jul-2019,"9,300 km",SUV
6615,Toyota Hiace 3.0M DX,"$64,800.00","$9,770 /yr",30-Nov-2017,"86,000 km",Van
6617,Audi R8 4.2A FSI Quattro R-tronic (COE till 11/2028),"$186,000.00","$24,340 /yr",21-Jan-2009,"82,000 km",Sports
6618,Isuzu NPR75U,"$47,888.00","$10,530 /yr",29-Oct-2015,"69,000 km",Truck
6619,SEAT Toledo 1.4A TSI DSG Style,"$99,999.00","$10,640 /yr",31-Mar-2020,"24,500 km",Sedan
6622,Volkswagen Golf GTI 5DR Sunroof (COE till 08/2029),"$75,000.00","$8,940 /yr",22-Oct-2009,"178,000 km",Sports
6625,Audi A4 1.4A TFSI S-tronic,"$87,800.00","$12,990 /yr",30-Dec-2016,"66,000 km",Luxury
6626,Mercedes-Benz AMG GT 53 Coupe Mild Hybrid 4MATIC+,"$455,800.00","$42,720 /yr",26-Jul-2019,"10,700 km",Sports
6627,Kia Picanto 1.1A (COE till 05/2024),"$19,800.00","$6,310 /yr",13-Aug-2009,"133,463 km",Hatchback
6628,Subaru Impreza S204 (COE till 06/2027),"$111,800.00","$17,990 /yr",29-Jun-2007,"147,000 km",Sports
6630,Nissan NV200 1.5M,"$51,800.00","$8,370 /yr",21-Jun-2017,"70,670 km",Van
6631,Mercedes-Benz CLA-Class CLA180 AMG Line,"$160,988.00","$14,300 /yr",14-Jan-2021,20 km,Luxury
6633,Mercedes-Benz CLS-Class CLS400,"$148,800.00","$23,790 /yr",04-Feb-2015,"62,300 km",Luxury
6634,Volkswagen Passat 1.8A TSI Highline Sunroof,"$74,800.00","$10,970 /yr",08-Sep-2016,"77,000 km",Luxury
6635,Subaru Forester 2.0i-L Sunroof,"$77,800.00","$10,600 /yr",29-Dec-2017,"45,000 km",SUV
6636,Toyota Harrier 2.0A G's Elegance Panoramic,"$90,800.00","$14,280 /yr",13-Apr-2016,"100,000 km",SUV
6637,Volkswagen Passat 1.8A TSI,"$118,800.00","$10,750 /yr",29-Oct-2020,39 km,Luxury
6641,Infiniti Q50 2.0T Sport Sunroof,"$75,888.00","$11,660 /yr",03-Mar-2016,"100,000 km",Luxury
6642,Maserati Levante S 3.0A GranSport,"$338,000.00","$33,100 /yr",18-Jan-2019,"57,386 km",SUV
6644,Porsche Macan GTS 3.0A PDK,"$388,000.00",,N.A.,50 km,SUV
6648,Honda Fit 1.3A G,"$36,800.00","$10,860 /yr",09-Jun-2014,"73,000 km",Hatchback
6650,Toyota Estima 2.4A Aeras 8-Seater (COE till 09/2028),"$59,888.00","$8,020 /yr",29-Sep-2008,"146,570 km",MPV
6651,Honda Shuttle 1.5A G,"$76,800.00","$8,670 /yr",26-Jul-2019,"23,585 km",Stationwagon
6652,Mazda 3 1.5A Sunroof,"$54,800.00","$8,640 /yr",20-Dec-2016,"72,673 km",Sedan
6653,Audi A4 2.0A TFSI (COE till 12/2030),"$78,800.00","$8,140 /yr",16-Dec-2010,"110,000 km",Luxury
6655,Audi A6 1.8A TFSI Ultra S-tronic,"$90,800.00","$14,520 /yr",30-Jan-2016,"130,000 km",Luxury
6656,Mazda MX-5 2.0M (COE till 03/2028),"$80,800.00","$11,650 /yr",19-Mar-2008,"79,000 km",Sports
6657,Honda Civic 1.6A VTi,"$91,800.00","$9,640 /yr",23-Sep-2019,"20,650 km",Sedan
6661,BMW X1 sDrive20i,"$91,600.00","$14,580 /yr",21-Apr-2016,"86,000 km",SUV
6663,Mercedes-Benz CLS-Class CLS350 (New 10-yr COE),"$108,800.00","$10,870 /yr",14-Oct-2011,"152,000 km",Luxury
6664,Toyota Dyna 150 3.0M,"$57,800.00","$11,740 /yr",15-Mar-2016,"75,100 km",Truck
6666,Toyota Corolla Altis 1.6A Elegance,"$90,800.00","$9,500 /yr",18-Sep-2019,"32,400 km",Sedan
6667,Honda Shuttle 1.5A G,"$64,800.00","$9,040 /yr",26-Jan-2018,"46,336 km",Stationwagon
6671,Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus,"$195,988.00","$17,190 /yr",19-Jan-2021,20 km,SUV
6672,Renault Megane RS 2.0T 250 (New 10-yr COE),"$78,800.00","$7,880 /yr",27-Sep-2011,"150,000 km",Sports
6673,Mercedes-Benz GLA-Class GLA200 Sport,"$155,988.00",,N.A.,20 km,SUV
6675,Nissan Qashqai 1.2A DIG-T Premium,"$62,800.00","$9,130 /yr",31-May-2017,"112,787 km",SUV
6676,Mercedes-Benz GLB-Class GLB200 AMG Line Premium,"$183,988.00","$16,910 /yr",02-Nov-2020,20 km,SUV
6677,Nissan Qashqai 1.2A DIG-T,"$63,800.00","$9,550 /yr",31-Mar-2017,"57,252 km",SUV
6678,Toyota Prius Plus Hybrid 1.8A,"$95,800.00","$11,010 /yr",21-Nov-2018,"48,891 km",MPV
6679,Mercedes-Benz E-Class E250 Avantgarde,"$176,800.00","$18,840 /yr",10-Aug-2018,"66,000 km",Luxury
6680,Mercedes-Benz B-Class B200 (New 10-yr COE),"$81,500.00","$8,150 /yr",25-Oct-2012,"111,300 km",Hatchback
6681,Toyota Wish 1.8A Elegance,"$59,800.00","$10,600 /yr",30-Sep-2015,"73,538 km",MPV
6682,Mazda 3 1.5A Sunroof,"$41,950.00","$9,890 /yr",08-Apr-2015,"86,750 km",Sedan
6683,Volkswagen Jetta GP 1.4A TSI,"$57,800.00","$9,050 /yr",30-Sep-2016,"80,500 km",Sedan
6684,Hyundai Avante 1.6A GLS S,"$74,800.00","$8,410 /yr",22-Apr-2019,"31,000 km",Sedan
6688,Ford Focus ST 2.5M (COE till 02/2030),"$63,888.00","$7,240 /yr",04-Feb-2010,"140,000 km",Sports
6689,Porsche Cayenne Hybrid S 3.0A Tip (COE till 08/2030),"$133,888.00","$14,260 /yr",05-May-2011,"123,000 km",SUV
6692,Toyota C-HR Hybrid 1.8A S,"$81,800.00","$10,660 /yr",29-Jun-2018,"42,565 km",SUV
6693,Mercedes-Benz C-Class C63 Coupe AMG Black Series,"$239,900.00","$100,420 /yr",12-Dec-2012,"66,200 km",Sports
6694,Honda Stream 1.8A Style Edition (COE till 06/2022),"$11,800.00","$9,740 /yr",29-Jun-2007,"173,000 km",MPV
6696,Nissan X-Trail 2.0A 7-Seater Sunroof,"$70,800.00","$11,360 /yr",22-Jun-2016,"71,000 km",SUV
6699,BMW 5 Series 523i,"$34,700.00",,28-Jun-2011,"145,000 km",Luxury
6701,Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium,"$178,988.00","$16,830 /yr",06-Mar-2020,20 km,Luxury
6702,Hyundai Avante 1.6A GLS (OPC),"$58,800.00","$6,560 /yr",12-Apr-2019,"12,000 km",Sedan
6704,Mercedes-Benz E-Class E250 CGI Coupe,"$41,800.00",,06-Oct-2011,"133,000 km",Sports
6705,Mercedes-Benz B-Class B180,"$55,800.00","$12,600 /yr",12-Jan-2015,"95,000 km",Hatchback
6706,Mercedes-Benz C-Class C200 Avantgarde Premium Sunroof,"$97,888.00","$17,350 /yr",22-Oct-2015,"118,000 km",Luxury
6707,Mitsubishi Lancer EX 1.5A GLS (COE till 10/2022),"$11,998.00","$7,720 /yr",29-Nov-2007,"143,575 km",Sedan
6708,Subaru XV 1.6i-S,"$61,800.00","$9,780 /yr",30-Sep-2016,"60,000 km",SUV
6710,Hyundai Elantra 1.6A GLS Elite,"$68,888.00","$8,640 /yr",16-Jun-2018,"48,700 km",Sedan
6712,Mitsubishi Lancer EX 1.5A GLS (COE till 05/2024),"$23,800.00","$7,780 /yr",04-May-2009,"128,958 km",Sedan
6714,Volvo V40 Diesel D2,"$42,888.00","$10,640 /yr",30-Oct-2014,"88,574 km",Hatchback
6715,Mazda 6 2.0A Executive,"$75,800.00","$10,150 /yr",19-Jul-2017,"79,000 km",Luxury
6716,Mitsubishi Fuso Canter 3.0M,"$67,800.00","$10,130 /yr",20-Dec-2017,"107,104 km",Truck
6717,Mercedes-Benz CLA-Class CLA200 AMG Line Premium Plus,"$185,988.00","$16,380 /yr",21-Jan-2021,50 km,Luxury
6718,Mazda 3 1.5A Sunroof,"$54,800.00","$8,620 /yr",13-Dec-2016,"45,400 km",Sedan
6719,Audi A4 2.0A TFSI S-tronic,"$131,888.00","$13,520 /yr",31-Jul-2019,"15,000 km",Luxury
6720,Toyota Wish 1.8A Elegance,"$72,800.00","$10,580 /yr",21-Mar-2017,"72,000 km",MPV
6721,Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,"$64,800.00","$11,970 /yr",30-Oct-2015,"79,500 km",Luxury
6723,Mercedes-Benz Citan 112,"$72,800.00","$7,720 /yr",14-Sep-2020,"2,000 km",Van
6728,BMW 1 Series 116i (New 10-yr COE),"$78,800.00","$7,880 /yr",25-Nov-2011,"88,888 km",Hatchback
6729,Toyota Vios 1.5M E (COE till 03/2027),"$43,888.00","$7,430 /yr",08-Mar-2007,"210,000 km",Sedan
6730,Toyota Harrier 2.0A Premium,"$78,800.00","$12,490 /yr",08-Jul-2016,"80,000 km",SUV
6731,Renault Megane RS 265 2.0M,"$77,888.00","$23,500 /yr",29-Nov-2013,"35,888 km",Sports
6732,Toyota Estima 3.5A Aeras (COE till 07/2028),"$58,999.00","$8,080 /yr",31-Jul-2008,"129,669 km",MPV
6733,Kia Cerato 1.6A EX (OPC),"$61,800.00","$6,870 /yr",09-Apr-2019,"40,000 km",Sedan
6735,BMW 1 Series 1M Coupe (COE till 01/2031),"$228,888.00","$23,330 /yr",14-Oct-2011,"118,888 km",Sports
6736,Mercedes-Benz SL-Class SL350 (COE till 01/2029),"$188,188.00","$24,090 /yr",07-Jul-2009,"18,996 km",Sports
6737,Porsche Cayenne Hybrid S 3.0A Tip (New 10-yr COE),"$132,000.00","$13,190 /yr",24-Jun-2011,"131,000 km",SUV
6738,Volkswagen Polo 1.0A TSI Beats,"$95,988.00","$9,010 /yr",31-Aug-2020,"4,000 km",Hatchback
6739,Skoda Karoq 1.5A TSI Ambition,"$121,988.00","$11,660 /yr",31-Aug-2020,"9,000 km",SUV
6740,Audi A7 Sportback 2.8A FSI Quattro (New 10-yr COE),"$105,888.00","$10,580 /yr",30-May-2011,"110,000 km",Luxury
6741,Mazda 3 HB Mild Hybrid 1.5A Astina,"$100,000.00","$10,530 /yr",24-Oct-2019,"6,900 km",Hatchback
6743,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$131,998.00","$12,450 /yr",01-Oct-2020,"3,713 km",SUV
6745,Mitsubishi Fuso Canter FEB21,"$93,800.00","$10,030 /yr",17-Aug-2020,8 km,Truck
6746,Audi Q7 3.6A FSI Quattro S-Line (COE till 01/2030),"$93,288.00","$10,620 /yr",22-Jan-2010,"135,000 km",SUV
6747,BMW Z4 sDrive M40i,"$236,000.00","$24,180 /yr",28-Mar-2019,"20,000 km",Sports
6748,Mercedes-Benz GLC-Class GLC43 AMG 4MATIC Premium Plus,"$348,988.00","$32,540 /yr",13-Jul-2020,11 km,SUV
6750,Honda City 1.5A SV,"$70,800.00","$8,770 /yr",12-Jun-2018,"21,000 km",Sedan
6751,Bentley Continental GT 6.0A,"$750,000.00","$72,990 /yr",21-Jan-2019,"16,700 km",Sports
6752,Honda Fit 1.3A GF,"$67,800.00","$7,900 /yr",05-Jul-2019,"7,800 km",Hatchback
6753,Toyota Allion 1.5A (COE till 12/2028),"$46,800.00","$6,120 /yr",05-Dec-2008,"137,444 km",Sedan
6754,Mazda 3 1.5A,"$51,800.00","$9,190 /yr",28-Apr-2016,"55,000 km",Sedan
6755,Toyota Sienta 1.5A G,"$66,800.00","$9,830 /yr",31-May-2017,"52,000 km",MPV
6756,Honda Vezel 1.5A X Honda Sensing,"$83,800.00","$9,610 /yr",02-May-2019,"38,000 km",SUV
6757,Mitsubishi Lancer 1.6M GLX (COE till 02/2029),"$53,500.00","$6,840 /yr",04-Feb-2009,"152,500 km",Sedan
6758,Peugeot Partner 1.5A BlueHDi LWB,"$69,998.00","$7,350 /yr",20-Oct-2020,"12,506 km",Van
6761,MINI Cooper S 1.6A Sunroof (New 10-yr COE),"$74,888.00","$7,480 /yr",06-Jun-2011,"88,000 km",Sports
6763,Subaru Forester 2.0XT Sunroof,"$69,800.00","$11,980 /yr",25-Apr-2016,"72,000 km",SUV
6765,Mercedes-Benz CLA-Class CLA180 Urban,"$116,800.00","$13,960 /yr",21-Jun-2018,"36,500 km",Luxury
6766,Honda Vezel 1.5A X,"$55,500.00","$10,700 /yr",05-Jan-2016,"67,467 km",SUV
6767,Honda Fit 1.3A GF,"$67,800.00","$7,750 /yr",29-Aug-2019,"30,000 km",Hatchback
6768,Mercedes-Benz B-Class B180 Style,"$72,800.00","$12,530 /yr",26-Feb-2016,"75,000 km",Hatchback
6769,Honda Shuttle 1.5A G LED,"$75,800.00","$8,720 /yr",23-May-2019,"22,000 km",Stationwagon
6771,Jaguar XJ6 3.0 Executive LWB (COE till 06/2027),"$80,888.00","$13,020 /yr",29-Jun-2007,"20,000 km",Luxury
6772,Nissan Sylphy 1.6A Premium,"$50,000.00","$8,150 /yr",20-May-2016,"70,000 km",Sedan
6773,MINI John Cooper Works GP 2.0A,"$209,000.00","$19,460 /yr",09-Sep-2020,"1,300 km",Sports
6774,Mercedes-Benz B-Class B160 (New 10-yr COE),"$64,800.00","$6,480 /yr",21-Oct-2011,"70,574 km",Hatchback
6775,Volvo XC90 T5 Momentum,"$168,800.00","$21,710 /yr",20-Apr-2017,"68,120 km",SUV
6776,Lexus RX400h Hybrid (COE till 05/2029),"$55,000.00","$6,800 /yr",15-May-2009,"87,000 km",SUV
6777,Honda Fit 1.3A GF (COE till 04/2024),"$20,998.00","$6,990 /yr",13-Apr-2009,"141,229 km",Hatchback
6781,BMW 1 Series 116i,"$33,800.00","$13,850 /yr",22-Feb-2013,"160,000 km",Hatchback
6783,Jaguar X-Type 2.0A SE (COE till 07/2026),"$46,800.00","$8,820 /yr",12-Oct-2006,"144,000 km",Luxury
6785,Honda S2000 2.2M (COE till 09/2028),"$118,800.00","$15,940 /yr",24-Sep-2008,"170,101 km",Sports
6786,Nissan Qashqai 2.0A Premium Moonroof,"$70,800.00","$10,660 /yr",30-Dec-2016,"47,919 km",SUV
6787,Honda Civic 1.8A VTi-S (COE till 06/2028),"$49,000.00","$6,830 /yr",13-Jun-2008,"163,000 km",Sedan
6788,Audi A3 Sedan 1.4A TFSI Attraction,"$70,000.00","$11,260 /yr",23-Nov-2016,"62,000 km",Luxury
6790,Mercedes-Benz CLA-Class CLA200,"$88,888.00","$14,920 /yr",28-Apr-2016,"64,000 km",Luxury
6791,Bentley Continental GT 4.0A V8 (COE till 08/2030),"$329,000.00","$35,030 /yr",09-Jan-2013,"39,990 km",Sports
6792,Kia Cerato K3 1.6A,"$55,000.00","$8,920 /yr",23-Aug-2016,"91,000 km",Sedan
6795,Honda Civic 2.0A (COE till 09/2028),"$60,000.00","$8,070 /yr",17-Sep-2008,"157,000 km",Sedan
6796,Subaru Impreza 4D 2.0i-S EyeSight,"$81,800.00","$8,870 /yr",31-Aug-2019,"39,846 km",Sedan
6799,Chevrolet Cruze 1.6A (COE till 01/2025),"$22,000.00","$5,850 /yr",14-Jan-2010,"136,030 km",Sedan
6801,Toyota Vios 1.5A E Sports (COE till 10/2023),"$17,500.00","$6,910 /yr",24-Oct-2008,"110,500 km",Sedan
6805,Honda Civic Type R 2.0M (COE till 11/2027),"$86,000.00","$12,960 /yr",18-Jan-2008,"160,000 km",Sports
6806,Honda Civic 1.6A VTi,"$89,800.00","$9,280 /yr",05-Nov-2019,"46,883 km",Sedan
6807,Renault Megane RS 265 2.0M,"$65,000.00","$32,720 /yr",18-Oct-2012,"17,700 km",Sports
6808,Mercedes-Benz 280SLC (COE till 02/2031),"$62,888.00","$6,360 /yr",04-Mar-1981,"240,000 km",Sports
6810,Honda City 1.5A SV (OPC),"$41,800.00","$8,010 /yr",21-Sep-2015,"70,000 km",Sedan
6811,Mazda CX-7 Sunroof (New 10-yr COE),"$80,800.00","$8,080 /yr",26-Apr-2011,"86,000 km",SUV
6812,Nissan Qashqai 1.2A DIG-T,"$69,800.00","$10,140 /yr",29-Jun-2017,"57,209 km",SUV
6816,Mercedes-Benz A-Class A180,"$54,500.00","$14,430 /yr",08-Aug-2014,"43,686 km",Hatchback
6822,Honda Shuttle 1.5A G LED,"$69,800.00","$9,150 /yr",08-Jun-2018,"39,378 km",Stationwagon
6828,Honda City 1.5A SV,"$39,800.00","$10,250 /yr",04-Nov-2014,"72,000 km",Sedan
6829,Honda Jazz 1.5A RS,"$46,000.00","$11,870 /yr",25-Nov-2014,"170,000 km",Hatchback
6830,Mercedes-Benz E-Class E230 (COE till 11/2028),"$52,800.00","$6,910 /yr",09-Dec-2008,"168,000 km",Luxury
6831,Volkswagen Golf 1.4A TSI (New 5-yr COE),"$37,800.00","$7,560 /yr",24-Feb-2011,"135,000 km",Hatchback
6832,Audi TT Coupe 2.0A TFSI Quattro S-tronic,"$145,800.00","$21,710 /yr",30-Aug-2016,"50,000 km",Sedan
6836,Nissan NV200 1.5M,"$41,800.00","$8,990 /yr",05-Dec-2015,"107,982 km",Van
6837,Maserati GranTurismo Cambiocorsa (New 10-yr COE),"$188,800.00","$18,870 /yr",24-Feb-2012,"39,000 km",Sports
6838,Mercedes-Benz CLA-Class CLA180 Sport,"$80,300.00","$15,010 /yr",30-Oct-2015,"78,000 km",Luxury
6839,Toyota Corolla Altis 1.6A (COE till 04/2030),"$55,800.00","$6,200 /yr",13-Apr-2010,"65,668 km",Sedan
6840,Toyota Vios 1.5A J (COE till 03/2024),"$20,500.00","$6,900 /yr",08-Apr-2009,"153,000 km",Sedan
6842,Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,"$65,800.00","$11,750 /yr",22-Oct-2015,"76,000 km",Luxury
6843,BMW 1 Series 118i 5DR Sport (New 10-yr COE),"$80,000.00","$8,000 /yr",29-Feb-2012,"90,000 km",Hatchback
6846,Toyota Dyna 150 3.0M,"$60,800.00","$9,950 /yr",23-May-2017,"70,000 km",Truck
6847,BMW Z4 sDrive35i (COE till 10/2029),"$98,800.00","$11,540 /yr",13-Jan-2010,"107,000 km",Sports
6848,Mercedes-Benz E-Class E200 CGI Cabriolet (COE till 12/2030),"$94,800.00","$9,750 /yr",26-Jan-2011,"128,000 km",Sports
6849,Kia Cerato Forte Koup 1.6M SX Sunroof (New 5-yr COE),"$32,800.00","$6,560 /yr",14-Sep-2010,"113,000 km",Sports
6850,Mercedes-Benz C-Class C180 Coupe,"$117,000.00","$17,580 /yr",29-Sep-2016,"76,983 km",Sports
6851,Toyota Corolla Altis 1.6A Elegance,"$24,000.00","$12,780 /yr",30-Jul-2012,"120,000 km",Sedan
6853,Toyota Allion 1.5A G,"$51,800.00","$10,000 /yr",11-Nov-2015,"63,000 km",Sedan
6856,Honda Vezel 1.5A X,"$53,800.00","$9,700 /yr",04-May-2016,"45,000 km",SUV
6858,BMW 4 Series 428i Coupe,"$120,800.00","$19,940 /yr",19-Aug-2015,"78,000 km",Sports
6859,Audi A4 1.8A TFSI MU (COE till 05/2030),"$68,999.00","$7,590 /yr",13-May-2010,"154,000 km",Luxury
6860,Mercedes-Benz GLC-Class GLC300 Coupe 4MATIC,"$258,800.00","$24,760 /yr",05-Apr-2020,"8,900 km",SUV
6861,Mercedes-Benz E-Class E250 Cabriolet,"$65,888.00","$33,980 /yr",16-May-2012,"138,000 km",Sports
6864,Nissan Qashqai 1.2A DIG-T,"$53,800.00","$9,860 /yr",19-Jan-2016,"87,000 km",SUV
6867,Mercedes-Benz C-Class C180K (New 10-yr COE),"$75,800.00","$7,580 /yr",13-Jun-2011,"105,000 km",Luxury
6868,MINI Cooper S Cabriolet 2.0A,"$165,900.00","$16,010 /yr",01-Apr-2020,"4,100 km",Sports
6869,Honda Vezel 1.5A X Honda Sensing,"$75,888.00","$9,590 /yr",29-Jun-2018,"39,333 km",SUV
6870,Subaru Forester 2.0i-L Sunroof,"$62,888.00","$10,940 /yr",29-Apr-2016,"82,333 km",SUV
6871,BMW 2 Series Plug-in Hybrid 225xe Active Tourer,"$110,300.00","$13,220 /yr",31-May-2018,"21,638 km",Hatchback
6872,Proton Exora 1.6A M-Line (COE till 06/2029),"$49,800.00","$6,060 /yr",08-Sep-2009,"173,000 km",MPV
6874,Mercedes-Benz E-Class E250 Edition E,"$112,000.00","$17,340 /yr",18-Dec-2015,"76,000 km",Luxury
6875,Peugeot 508 Diesel 1.6A BlueHDi Allure,"$65,800.00","$9,560 /yr",25-May-2017,"100,000 km",Sedan
6878,Honda Vezel Hybrid 1.5A X,"$69,800.00","$10,520 /yr",05-Sep-2017,"41,443 km",SUV
6879,Mazda 3 1.5A,"$54,800.00","$8,630 /yr",24-Jan-2017,"59,000 km",Sedan
6880,Hyundai Elantra 1.6A GLS Elite,"$53,800.00","$8,910 /yr",26-Apr-2016,"116,609 km",Sedan
6881,Land Rover Defender 90,"$128,800.00","$27,170 /yr",07-Jan-2016,"52,200 km",Truck
6883,Mercedes-Benz CLA-Class CLA45 AMG 4MATIC+,"$195,800.00","$23,770 /yr",07-Feb-2018,"86,000 km",Sports
6884,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,"$116,800.00","$15,300 /yr",31-Mar-2016,"63,000 km",SUV
6885,Honda Vezel 1.5A X,"$53,800.00","$10,070 /yr",24-Feb-2016,"65,000 km",SUV
6886,BMW 3 Series 320i Coupe Sunroof (New 10-yr COE),"$69,800.00","$6,980 /yr",03-May-2011,"150,000 km",Sports
6887,Mercedes-Benz C-Class C180K Avantgarde (New 10-yr COE),"$76,800.00","$7,680 /yr",23-Mar-2012,"112,600 km",Luxury
6889,Audi R8 5.2A FSI Quattro S-tronic V10 Plus,"$328,888.00","$111,550 /yr",31-May-2013,"55,000 km",Sports
6890,Mitsubishi Triton L200 Double-Cab 2.5A,"$62,800.00","$14,310 /yr",01-Sep-2015,"12,833 km",Truck
6891,Mercedes-Benz E-Class E250 Avantgarde,"$168,800.00","$19,130 /yr",07-Feb-2018,"53,273 km",Luxury
6893,Mercedes-Benz B-Class B180 Style,"$67,800.00","$11,690 /yr",28-Jan-2016,"81,000 km",Hatchback
6894,Toyota Vios 1.5A E (OPC),"$58,800.00","$7,250 /yr",18-Jun-2018,"7,400 km",Sedan
6896,BMW 5 Series 520i,"$39,555.00","$25,380 /yr",16-Dec-2011,"115,000 km",Luxury
6897,Honda Fit 1.3A G F-Package,"$63,800.00","$8,600 /yr",24-May-2018,"18,000 km",Hatchback
6900,BMW Z4 sDrive28i,"$69,800.00","$41,450 /yr",22-May-2012,"98,600 km",Sports
6904,Toyota Camry 2.0A (COE till 06/2028),"$47,800.00","$6,670 /yr",09-Jun-2008,"134,000 km",Luxury
6906,Mazda 3 1.5A Deluxe,"$71,800.00","$8,960 /yr",30-Apr-2018,"46,172 km",Sedan
6908,BMW 5 Series 535i Gran Turismo (New 10-yr COE),"$96,800.00","$9,670 /yr",10-May-2011,"118,000 km",Luxury
6909,BMW 3 Series 323i Convertible,"$48,888.00",,24-Aug-2011,"76,000 km",Sports
6915,Renault Fluence Diesel 1.5A dCi Sunroof,"$51,200.00","$9,020 /yr",31-May-2016,"64,988 km",Sedan
6917,Volkswagen Touran 1.4A TSI,"$39,000.00","$10,430 /yr",19-Dec-2013,"59,000 km",MPV
6919,Toyota Wish 1.8A Elegance,"$57,800.00","$9,850 /yr",19-Feb-2016,"88,235 km",MPV
6920,Toyota Rav4 2.0A Premium,"$112,800.00","$12,060 /yr",01-Apr-2019,"8,245 km",SUV
6921,Mazda 3 1.6A SP Luxury (COE till 01/2024),"$17,800.00","$6,340 /yr",10-Feb-2009,"102,647 km",Sedan
6923,Volkswagen Golf 1.4A TSI,"$51,800.00","$10,200 /yr",27-Nov-2015,"58,937 km",Hatchback
6924,Honda HR-V 1.5A LX,"$79,800.00","$9,210 /yr",20-Sep-2018,"49,000 km",SUV
6925,Toyota Vanguard 2.4A S (COE till 04/2030),"$63,800.00","$7,050 /yr",29-Apr-2010,"94,500 km",SUV
6926,Mercedes-Benz E-Class E250 (New 10-yr COE),"$95,800.00","$9,570 /yr",24-Nov-2011,"100,000 km",Luxury
6928,Volkswagen Scirocco 1.4A TSI,"$40,800.00","$11,360 /yr",31-Oct-2013,"113,160 km",Sports
6931,Toyota Corolla Axio 1.5A X (COE till 08/2024),"$23,800.00","$7,140 /yr",12-Aug-2009,"153,230 km",Sedan
6932,Volkswagen Touran Sport 1.4A TSI (New 10-yr COE),"$66,800.00","$6,680 /yr",10-Jun-2011,"99,000 km",MPV
6934,Mitsubishi ASX 2.0A,"$69,988.00","$9,210 /yr",15-Dec-2017,"45,000 km",SUV
6935,Volvo XC60 2.0T (New 10-yr COE),"$79,800.00","$7,980 /yr",13-Apr-2011,"168,000 km",SUV
6936,Mercedes-Benz E-Class E250 CGI (New 10-yr COE),"$82,800.00","$8,280 /yr",12-Oct-2011,"120,000 km",Luxury
6937,Honda HR-V 1.5A LX,"$61,800.00","$9,480 /yr",26-Sep-2016,"100,000 km",SUV
6940,Kia Stonic 1.0T EX,"$72,800.00","$8,740 /yr",11-Mar-2019,"37,889 km",SUV
6941,Toyota Tank 1.0A G,"$59,800.00","$8,970 /yr",31-Aug-2017,"52,000 km",MPV
6946,Mercedes-Benz S-Class S300L Sunroof (COE till 04/2029),"$76,000.00","$9,440 /yr",22-Sep-2009,"126,459 km",Luxury
6947,Kia Cerato 1.6A EX,"$73,800.00","$8,230 /yr",15-May-2019,"43,000 km",Sedan
6948,Toyota Fortuner 2.7A (New 10-yr COE),"$83,800.00","$8,380 /yr",01-Apr-2011,"145,000 km",SUV
6949,Toyota Prius C Hybrid 1.5A,"$47,200.00","$10,370 /yr",03-Aug-2015,"73,000 km",Hatchback
6950,BMW X1 sDrive20i M-Sport,"$168,888.00","$15,280 /yr",28-Aug-2020,"11,000 km",SUV
